TreeID,BlockID,InventoryDate,Street,HouseNumber,TreeNo.,SpeciesCode,CommonSpecies Names,Ownership,Location,Circumference,NumberofStems,%HardSurface,CrownWidth,TotalHeight,Heightclasses,Heighttobaseofcrown,UnbalancedCrown,ReducedHeight,WeakorYellowFoliage,Defoliation,DeadorBrokenBranch,PoorBranch Attachment,Lean,TrunkScars,BranchScar,Conks,RotorCavity-Trunk,RotorCavity-Branch,Crack,ConfinedSpace,GirdlingRoots,RecentTrenching,ConflictwithWires,ConflictwithStructure,ConflictwithSidewalk,Conflictwithanothrtree,ConflictwithTrafficSign,CableorBraching,Genus,Family,DBH,BasalArea,Deciduous/Evergreen,Treecondition,CrownProjectionArea,CrownProjectionIndex,HeritageValue,Heritage DBH,Heritageheight,PotentialHeritage,Comments,DatePlanted,STOCKTYPE,SIZE,STOCKCOST,NURSERY,INSPECTED,PRUNING,REMOVED,XCOOR,YCOOR,,,,,,,,,,,,
00830,008,07.07.29,Major,137,30,treeof,Tree of Heaven,p,by,23,1,20,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,7,0.004,Deciduous,excellent,50,40,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00831,008,07.07.29,Major,137,31,treeof,Tree of Heaven,p,by,22,1,20,2,8,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,7,0.004,Deciduous,excellent,3,2,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00832,008,07.07.29,Major,137,32,treeof,Tree of Heaven,p,by,16,1,20,2,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,5,0.002,Deciduous,excellent,3,2,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00833,008,07.07.29,Major,139,33,mapman,Manitoba Maple,p,by,134,1,75,10,12,3,10,1,0,0,0,1,0,3,2,3,0,0,1,0,0,0,0,e,e,n,e,n,n,Maple,Maple,43,0.145,Deciduous,very poor,79,68,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00834,008,07.07.29,Major,137,34,treeof,Tree of Heaven,p,by,15,1,0,2,7,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,5,0.002,Deciduous,excellent,3,2,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00835,008,07.07.29,Major,137,35,treeof,Tree of Heaven,p,by,20,2,0,2,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,n,n,e,n,n,Tree of Heaven,Quassia,6,0.003,Deciduous,excellent,3,2,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00836,008,07.07.29,Major,137,36,mapman,Manitoba Maple,p,by,11,1,0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Maple,Maple,4,0.001,Deciduous,excellent,3,3,TRUE,FALSE,FALSE,FALSE,fence around trunk,,,,,,,,,,,,,,,,,,,,,,
00837,008,07.07.29,Major,137,37,treeof,Tree of Heaven,p,by,20,1,0,3,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,6,0.003,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,fence growing in trunk,,,,,,,,,,,,,,,,,,,,,,
00838,008,07.07.29,Major,137,38,treeof,Tree of Heaven,p,by,22,1,0,2,8,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,e,n,e,n,n,Tree of Heaven,Quassia,7,0.004,Deciduous,excellent,3,2,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00839,008,07.07.29,Major,137,39,treeof,Tree of Heaven,p,by,40,2,0,4,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,13,0.013,Deciduous,excellent,13,10,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00840,008,07.07.29,Major,137,40,treeof,Tree of Heaven,p,by,28,1,0,3,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,9,0.006,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00841,008,07.07.29,Major,137,41,treeof,Tree of Heaven,p,by,37,1,50,5,9,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,n,n,n,e,n,n,Tree of Heaven,Quassia,12,0.011,Deciduous,excellent,20,16,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00842,008,07.07.29,Major,137,42,treeof,Tree of Heaven,p,by,13,1,0,3,8,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,n,n,e,n,n,Tree of Heaven,Quassia,4,0.001,Deciduous,excellent,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00843,008,07.07.29,Major,139,43,DEAD,DEAD,p,by,100,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,DEAD,DEAD,32,0.08,DEAD,,0,0,0,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00844,008,07.07.29,Major,151,44,cherspp,Cherry spp,p,by,16,2,50,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,p,n,n,n,n,Cherry,Rose,5,0.002,Deciduous,excellent,3,2,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00845,008,07.07.29,Major,151,45,cherspp,Cherry spp,p,by,17,3,40,2,5,1,3,1,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,e,e,n,n,n,n,Cherry,Rose,5,0.002,Deciduous,fair,3,2,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00846,008,07.07.29,Major,133,46,cherspp,Cherry spp,p,by,80,1,0,5,9,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,e,e,n,e,n,n,Cherry,Rose,25,0.049,Deciduous,excellent,20,16,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00847,008,07.07.29,Major,133,47,pinwhi,White Pine,p,by,37,1,50,2,7,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,e,n,n,n,n,Pine,Pine,12,0.011,Evergreen,excellent,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00848,008,07.07.29,Major,133,48,horcom,Common Horsechestnut,c,fy,160,1,60,5,12,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p,n,n,e,n,n,Buckeye/Horsechestnut,Horsechestnut,51,0.204,Deciduous,excellent,20,18,TRUE,FALSE,FALSE,FALSE,rust on leaves,,,,,,,,,,,,,,,,,,,,,,
00849,008,07.07.29,Major,131,49,sprnor,Norway Spruce,c,fy,170,1,50,3,12,3,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,e,e,n,e,n,n,Spruce,Pine,54,0.229,Evergreen,good,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
008,008,07.07.29,Major,125,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,small tree,,,,,,,,,,,,,,,,,,,,,,
00850,008,07.07.29,Major,119,50,appcra,Crabapple,c,fy,42,2,0,4,7,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,n,e,n,e,n,y,Apple/Crabapple,Rose,13,0.013,Deciduous,excellent,13,10,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00851,008,07.08.01,Major,117,51,sprwhi,White spruce,c,fy,111,1,60,3,15,3,12,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,e,e,n,e,n,n,Spruce,Pine,35,0.096,Evergreen,good,7,6,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00852,008,07.08.01,Major,113,52,mapnor,Norway Maple,c,fy,167,1,70,10,17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,e,n,e,n,n,Maple,Maple,53,0.221,Deciduous,excellent,79,70,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00853,008,07.08.01,Major,111,53,horcom,Common Horsechestnut,c,fy,175,1,70,5,17,4,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,e,p,n,e,n,n,Buckeye/Horsechestnut,Horsechestnut,56,0.246,Deciduous,excellent,20,18,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00854,008,07.08.01,Major,109,54,mapman,Manitoba Maple,c,fy,140,1,70,5,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,e,n,e,n,n,Maple,Maple,45,0.159,Deciduous,excellent,20,17,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.01,Major,107,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,small tree,,,,,,,,,,,,,,,,,,,,,,
00855,008,07.08.01,Major,105,55,mulred,Red Mulberry,c,fy,17,2,80,3,5,1,4,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,n,p,n,e,n,n,Mulberry,Mulberry,5,0.002,Deciduous,good,7,6,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00856,008,07.08.01,Major,101,56,horcom,Common Horsechestnut,c,fy,195,1,80,7,13,3,7,1,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,e,p,n,n,n,n,Buckeye/Horsechestnut,Horsechestnut,62,0.302,Deciduous,fair,38,33,TRUE,FALSE,FALSE,FALSE,"ants in base of tree, rust on leaves",,,,,,,,,,,,,,,,,,,,,,
00857,008,07.08.01,Major,103,57,lilac,Lilac,c,fy,9,1,0,1,3,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,n,e,n,e,n,n,Lilac,Olive,3,0.001,Deciduous,good,1,1,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00858,008,07.08.01,Major,97,58,olirus,Russian Olive,c,fy,40,1,20,4,9,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,p,e,n,n,n,n,Russian Olive,Oleaster,13,0.013,Deciduous,excellent,13,11,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.01,Major,95,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,medium tree,,,,,,,,,,,,,,,,,,,,,,
00859,008,07.08.01,Major,93,59,haztur,Turkish Hazel,c,fy,44,1,10,4,8,2,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,e,n,n,n,n,n,Hazel,Birch,14,0.015,Deciduous,excellent,13,10,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.01,Major,91,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,medium tree,,,,,,,,,,,,,,,,,,,,,,
00860,008,07.08.01,Major,85,60,mapnor,Norway Maple,c,fy,71,1,80,5,12,3,10,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,e,p,n,n,n,y,Maple,Maple,23,0.042,Deciduous,fair,20,18,FALSE,FALSE,FALSE,FALSE,ants in trunk,,,,,,,,,,,,,,,,,,,,,,
00861,008,07.08.01,Major,81,61,sprnor,Norway Spruce,c,fy,66,2,20,5,16,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,e,p,n,n,n,n,Spruce,Pine,21,0.035,Evergreen,excellent,20,16,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00862,008,07.08.01,Major,77,62,cedwhi,White Cedar,c,fy,12,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,4,0.001,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00863,008,07.08.01,Major,77,63,cedwhi,White Cedar,c,fy,12,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,4,0.001,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00864,008,07.08.01,Major,77,64,cedwhi,White Cedar,c,fy,16,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,5,0.002,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00865,008,07.08.01,Major,77,65,cedwhi,White Cedar,c,fy,13,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,4,0.001,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00866,008,07.08.01,Major,77,66,cedwhi,White Cedar,c,fy,14,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,4,0.001,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00867,008,07.08.01,Major,77,67,cedwhi,White Cedar,c,fy,15,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,5,0.002,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00868,008,07.08.01,Major,77,68,cedwhi,White Cedar,c,fy,20,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,6,0.003,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00869,008,07.08.01,Major,77,69,cedwhi,White Cedar,c,fy,16,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,5,0.002,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00870,008,07.08.01,Major,77,70,cedwhi,White Cedar,c,fy,11,1,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,e,n,n,Cedar,Cypress,4,0.001,Evergreen,excellent,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00871,008,07.08.01,Major,77,71,horcom,Common Horsechestnut,c,fy,252,1,45,8,17,4,12,2,0,0,0,3,0,0,0,3,0,2,2,2,2,0,0,e,p,n,e,n,n,Buckeye/Horsechestnut,Horsechestnut,80,0.503,Deciduous,very poor,50,44,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00872,008,07.08.01,Major,73,72,junipr,Juniper,c,fy,12,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,n,n,e,n,n,Juniper,Juniper,4,0.001,Evergreen,excellent,1,1,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00873,008,07.08.01,Major,73,73,lochon,Honey Locust,c,fy,60,1,70,6,13,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,n,p,n,e,n,n,Honey Locust,Pea,19,0.028,Deciduous,excellent,28,19,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00874,008,07.08.01,Major,69,74,cherpur,Purpleleaf Sandcherry,c,fy,17,1,5,3,3,1,2,1,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,n,e,n,n,n,n,Cherry,Rose,5,0.002,Deciduous,very poor,7,6,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00875,008,07.08.01,Major,69,75,cherspp,Cherry spp,c,fy,14,5,10,3,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,n,e,n,n,n,n,Cherry,Rose,4,0.001,Deciduous,excellent,7,6,#N/A,#N/A,#N/A,#N/A,sandcherry,,,,,,,,,,,,,,,,,,,,,,
00876,008,07.08.01,Major,69,76,cherpur,Purpleleaf Sandcherry,c,fy,10,4,5,2,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,n,n,n,n,n,n,Cherry,Rose,3,0.001,Deciduous,excellent,3,2,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00877,008,07.08.01,Major,67,77,mapnor,Norway Maple,c,fy,101,1,90,8,13,3,9,1,0,0,0,0,0,1,2,2,0,2,0,0,1,3,0,e,p,n,n,n,n,Maple,Maple,32,0.08,Deciduous,poor,50,44,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.01,Major,65,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,medium tree,,,,,,,,,,,,,,,,,,,,,,
00878,008,07.08.01,Major,57,78,cedwhi,White Cedar,c,fy,25,2,0,3,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Cedar,Cypress,8,0.005,Evergreen,excellent,7,6,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00879,008,07.08.01,Major,55,79,horcom,Common Horsechestnut,c,fy,168,1,75,8,15,3,11,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,e,n,n,n,n,n,Buckeye/Horsechestnut,Horsechestnut,54,0.221,Deciduous,good,50,44,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00880,008,07.08.01,Major,47,80,birwhi,Paper Birch,c,fy,40,3,60,7,14,3,11,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,e,e,n,n,n,n,Birch,Birch,13,0.013,Deciduous,excellent,38,31,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00881,008,07.08.01,Major,41,81,mapnor,Norway Maple,c,fy,197,1,60,10,18,4,5,2,0,0,2,3,3,1,0,3,0,0,0,0,3,0,0,e,n,n,n,n,n,Maple,Maple,63,0.312,Deciduous,very poor,79,70,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00882,008,07.08.01,Major,37.5,82,mapamu,Amur Maple,c,fy,21,1,0,2,8,2,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,n,n,n,n,n,n,Maple,Maple,7,0.004,Deciduous,good,3,3,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00883,008,07.08.01,Major,35,83,ashgre,Green Ash,c,fy,106,1,65,7,17,4,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,n,n,n,e,n,n,Ash,Olive,34,0.091,Deciduous,excellent,38,32,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00884,008,07.08.01,Major,33,84,mapsug,Sugar Maple,c,fy,117,1,45,6,18,4,16,0,0,1,2,2,1,0,0,2,0,0,0,0,2,0,0,e,e,n,e,n,n,Maple,Maple,37,0.108,Deciduous,poor,28,24,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.01,Major,31,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,medium tree,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.01,Major,27,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,large tree,,,,,,,,,,,,,,,,,,,,,,
00885,008,07.08.01,Major,23,85,mapsug,Sugar Maple,c,fy,98,1,30,8,15,3,12,0,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,e,e,n,e,n,n,Maple,Maple,31,0.075,Deciduous,poor,50,42,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00886,008,07.08.01,Major,19,86,mapfre,Freeman Maple,c,fy,187,1,70,8,19,4,16,0,0,0,1,0,2,1,1,0,0,0,0,0,2,1,0,e,e,n,e,n,n,Maple,Maple,60,0.283,Deciduous,fair,50,43,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00887,008,07.08.01,Major,11,87,mapfre,Freeman Maple,c,fy,200,1,60,10,26,4,19,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,e,e,n,p,n,n,Maple,Maple,64,0.322,Deciduous,excellent,79,68,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00888,008,07.08.01,Major,9,88,plum,Plum,c,fy,32,1,5,4,10,2,7,1,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,e,e,n,e,n,n,Cherry,Rose,10,0.008,Deciduous,good,13,10,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00889,008,07.08.01,Major,9,89,plum,Plum,c,fy,46,1,15,5,10,2,7,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,n,e,n,e,n,n,Cherry,Rose,15,0.018,Deciduous,good,20,16,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00890,008,07.08.01,Major,3,90,cherspp,Cherry spp,c,fy,27,1,60,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n,e,n,n,n,n,Cherry,Rose,9,0.006,Deciduous,excellent,7,6,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,
00891,008,07.08.01,Major,1,91,mapnor,Norway Maple,c,fy,214,1,80,10,19,4,13,1,0,0,0,0,0,1,0,2,0,0,0,2,2,1,0,e,p,n,e,n,n,Maple,Maple,68,0.363,Deciduous,good,79,70,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00892,008,07.08.01,College,340,92,lochon,Honey Locust,c,st,14,1,10,1,4,1,2,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,p,e,n,n,n,n,Honey Locust,Pea,4,0.001,Deciduous,fair,1,1,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00893,008,07.08.01,College,340,93,lochon,Honey Locust,c,st,19,1,95,4,7,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,e,e,n,n,p,n,Honey Locust,Pea,6,0.003,Deciduous,excellent,13,9,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00894,008,07.08.01,College,324,94,lochon,Honey Locust,c,st,19,1,95,3,5,1,3,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,e,p,n,p,n,n,Honey Locust,Pea,6,0.003,Deciduous,good,7,5,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00895,008,07.08.01,College,320,95,lochon,Honey Locust,c,st,30,1,95,4,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,e,n,p,n,n,Honey Locust,Pea,10,0.008,Deciduous,excellent,13,9,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00896,008,07.08.01,College,318,96,lochon,Honey Locust,c,st,18,1,95,3,5,1,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,e,e,n,n,n,n,Honey Locust,Pea,6,0.003,Deciduous,excellent,7,5,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00897,008,07.08.01,College,316,97,lochon,Honey Locust,c,st,19,1,95,3,6,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,e,p,n,n,n,n,Honey Locust,Pea,6,0.003,Deciduous,excellent,7,5,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00898,008,07.08.01,College,314,98,lochon,Honey Locust,c,st,17,1,95,2,4,1,2,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,e,n,n,p,n,n,Honey Locust,Pea,5,0.002,Deciduous,fair,3,2,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
00899,008,07.08.01,College,310,99,lochon,Honey Locust,c,st,71,1,95,6,9,2,5,0,0,0,0,2,2,2,3,3,0,0,0,0,0,0,0,e,p,n,p,n,n,Honey Locust,Pea,23,0.042,Deciduous,very poor,28,19,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
008100,008,07.08.03,College,306,100,lochon,Honey Locust,c,st,110,1,95,7,11,3,6,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,e,e,n,n,n,n,Honey Locust,Pea,35,0.096,Deciduous,excellent,38,25,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
008101,008,07.08.03,Robert,14,101,elmsco,Scots Elm,c,fy,37,4,40,7,14,3,12,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,e,n,n,e,n,n,Elm,Elm,12,0.011,Deciduous,excellent,38,33,FALSE,FALSE,FALSE,FALSE,eaten by caterpillars,,,,,,,,,,,,,,,,,,,,,,
008102,008,07.08.03,Robert,16,102,lochon,Honey Locust,c,fy,204,1,40,10,18,4,12,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,e,e,n,e,n,n,Honey Locust,Pea,65,0.332,Deciduous,fair,79,53,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.03,Robert,18,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,small tree,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.03,Robert,20,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,medium tree,,,,,,,,,,,,,,,,,,,,,,
008,008,07.08.03,Robert,22,,X,X,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,X,X,0,0,X,,0,0,0,FALSE,FALSE,FALSE,small tree,,,,,,,,,,,,,,,,,,,,,,
008103,008,07.08.03,Robert,24,103,cedwhi,White Cedar,c,fy,94,1,10,4,13,3,11,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,e,e,n,n,n,n,Cedar,Cypress,30,0.071,Evergreen,fair,13,10,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,
